\Q\ph1\E	Indented paragraph with hanging indent (level 1)
\Q\ph2\E	Indented paragraph with hanging indent (level 2)
\Q\ph3\E	Indented paragraph with hanging indent (level 3)
\Q\ph4\E	Indented paragraph with hanging indent (level 4) unlikely!
\Q\pi\E	Indented paragraph (pi=pi1)
\Q\pi1\E	Indented paragraph (level 1)
\Q\pi2\E	Indented paragraph (level 2)
\Q\pi3\E	Indented paragraph (level 3)
\Q\pi4\E	Indented paragraph (level 4) unlikely!
\Q\pm\E	Embedded text paragraph
\Q\pmc\E	Embedded text closing
\Q\pmo\E	Embedded text opening
\Q\pmr\E	Embedded text refrain
\Q\pn\E	Proper name begin
\Q\pn*\E	Proper name end
\Q\png\E	Geographic proper name begin (USFM 3.0)
\Q\png*\E	Geographic proper name end   (USFM 3.0)
\Q\po\E	Letter opening (USFM 3.0)
\Q\pro\E	Pronunciation information for CJK begin (deprecated in USFM 3.0)
\Q\pro*\E	Pronunciation information for CJK end   (deprecated in USFM 3.0)
\Q\q\E	Poetic line (q=q1)
\Q\q1\E	Poetic line (indent 1)
\Q\q2\E	Poetic line (indent 2)
\Q\q3\E	Poetic line (indent 3)
\Q\q4\E	Poetic line (indent 4)
\Q\q5\E	Poetic line (indent 5) unlikely!
\Q\q6\E	Poetic line (indent 6) unlikely!
\Q\qa\E	Acrostic heading
\Q\qac\E	Acrostic letter mark begin
\Q\qac*\E	Acrostic letter mark end
\Q\qc\E	Centered poetic line
\Q\qd\E	Hebrew note (USFM 3.0)
\Q\qm\E	Embedded text poetic line (qm=qm1)
\Q\qm1\E	Embedded text poetic line (level 1)
\Q\qm2\E	Embedded text poetic line (level 2)
\Q\qm3\E	Embedded text poetic line (level 3)
\Q\qm4\E	Embedded text poetic line (level 4) unlikely!
\Q\qr\E	Right-aligned poetic line
\Q\qs\E	Selah (in poetry) begin
\Q\qs*\E	Selah (in poetry) end
\Q\qt\E	Quoted text begin
\Q\qt*\E	Quoted text end
\Q\qt-e\E	Quotation end   milestone (qt=qt1)  (USFM 3.0)
\Q\qt-s\E	Quotation start milestone (qt=qt1)  (USFM 3.0)
\Q\qt1-e\E	Quotation end   milestone (level 1) (USFM 3.0)
\Q\qt1-s\E	Quotation start milestone (level 1) (USFM 3.0)
\Q\qt2-e\E	Quotation end   milestone (level 2) (USFM 3.0)
\Q\qt2-s\E	Quotation start milestone (level 2) (USFM 3.0)
\Q\r\E	Parallel passage reference[s]
\Q\rb\E	Ruby annotated base text begin (optional if for single ideogram) (USFM 3.0)
\Q\rb*\E	Ruby annotated base text end   (optional if for single ideogram) (USFM 3.0)
\Q\rem\E	Remark
\Q\restore\E	Pseudo tag for ParaTExt backup system
\Q\rq\E	Inline quotation reference(s) begin
\Q\rq*\E	Inline quotation reference(s) end
\Q\rt\E	Ruby annotated text begin (USFM 3.0)
\Q\rt*\E	Ruby annotated text end   (USFM 3.0)
\Q\s\E	Section heading (s=s1)
\Q\s1\E	Section heading (level 1)
\Q\s2\E	Section heading (level 2)
\Q\s3\E	Section heading (level 3)
\Q\s4\E	Section heading (level 4)
\Q\sc\E	Small-cap text begin
\Q\sc*\E	Small-cap text end
\Q\sd\E	Semantic division (sd=sd1)  (semantic space) (USFM 3.0)
\Q\sd1\E	Semantic division (level 1) (semantic space) (USFM 3.0)
\Q\sd2\E	Semantic division (level 2) (semantic space) (USFM 3.0)
\Q\sd3\E	Semantic division (level 3) (semantic space) (USFM 3.0)
\Q\sd4\E	Semantic division (level 4) (semantic space) (USFM 3.0)
\Q\sig\E	Signature of the author of an epistle begin
\Q\sig*\E	Signature of the author of an epistle end
\Q\sls\E	Secondary language or alternate text source begin
\Q\sls*\E	Secondary language or alternate text source end
\Q\sp\E	Speaker identification
\Q\sr\E	Section reference range
\Q\sts\E	Project text status tracking
\Q\tc1\E	Table cell in column 1
\Q\tc2\E	Table cell in column 2
\Q\tc3\E	Table cell in column 3
\Q\tc4\E	Table cell in column 4
\Q\tc5\E	Table cell in column 5
\Q\tcr1\E	Right aligned table cell in column 1
\Q\tcr2\E	Right aligned table cell in column 2
\Q\tcr3\E	Right aligned table cell in column 3
\Q\tcr4\E	Right aligned table cell in column 4
\Q\tcr5\E	Right aligned table cell in column 5
\Q\th1\E	Table heading for column 1
\Q\th2\E	Table heading for column 2
\Q\th3\E	Table heading for column 3
\Q\th4\E	Table heading for column 4
\Q\th5\E	Table heading for column 5
\Q\thc1\E	Centred table heading for column 1
\Q\thc2\E	Centred table heading for column 2
\Q\thc3\E	Centred table heading for column 3
\Q\thc4\E	Centred table heading for column 4
\Q\thc5\E	Centred table heading for column 5
\Q\thr1\E	Right aligned table heading for column 1
\Q\thr2\E	Right aligned table heading for column 2
\Q\thr3\E	Right aligned table heading for column 3
\Q\thr4\E	Right aligned table heading for column 4
\Q\thr5\E	Right aligned table heading for column 5
\Q\tl\E	Transliterated (or foreign) word[s] begin
\Q\tl*\E	Transliterated (or foreign) word[s] end
\Q\toc1\E	Table of contents 1 (Long  table of contents text)
\Q\toc2\E	Table of contents 2 (Short table of contents text)
\Q\toc3\E	Table of contents 3 (Book abbreviation)
\Q\tr\E	Table row begin
\Q\v\E	Verse[s]
\Q\va\E	Alternate (second) verse number begin
\Q\va*\E	Alternate (second) verse number end
\Q\vp\E	Published verse character[s] begin
\Q\vp*\E	Published verse character[s] end
\Q\w\E	Word list/glossary/dictionary entry begin
\Q\w*\E	Word list/glossary/dictionary entry end (excludes visible marker)
\Q\wa\E	Aramaic word list entry begin (USFM 3.0)
\Q\wa*\E	Aramaic word list entry end (excludes visible marker) (USFM 3.0)
\Q\wg\E	Greek word list entry begin
\Q\wg*\E	Greek word list entry end (excludes visible marker)
\Q\wh\E	Hebrew word list entry begin
\Q\wh*\E	Hebrew word list entry end (excludes visible marker)
\Q\wj\E	Words of Jesus begin
\Q\wj*\E	Words of Jesus end
\Q\x\E	Cross reference element begin
\Q\x*\E	Cross reference element end
\Q\xdc\E	Cross reference "target" reference[s] (& text?) (DC editions) begin (deprecated in USFM 3.0)
